# timestamp tx ty tz qx qy qz qw
1618051748.262418031693 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051748.390466928482 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051748.518404006958 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051748.654504060745 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051748.782521009445 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051748.918693065643 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.046473979950 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.174423933029 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.310714006424 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.438416004181 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.566597938538 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.702452898026 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.830789089203 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051749.966593980789 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051750.094852924347 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1618051750.224351882935 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000
